Sno,ID,Subject,Subject Code,Type,Year,Branch,Acad Year,Sem,Credits
6669,N210623,Indian Constitution,23HS3101,MC,E3,ECE,2025-26,Semester II,0
6670,N210623,Biosensor and Bioelectronics,20BE3207,OEC-I,E3,ECE,2025-26,Semester II,3
6671,N210623,Intellectual Property Rights (IPR),23BM3201,OEC-II,E3,ECE,2025-26,Semester II,3
6672,N210623,"Fuzzy Sets, Logic and Systems & Applications",ECNPTEL05,PEC-1,E3,ECE,2025-26,Semester II,3
6673,N210623,Communication Networks,ECNPTEL06,PEC-2,E3,ECE,2025-26,Semester II,3
6674,N210623,Mini Project-II,23EC3291,PROJ,E3,ECE,2025-26,Semester II,1.5
6675,N231179,Engineering Physics,23PY1203,BSC-1,E1,CHE,2025-26,Semester II,3
6676,N231179,Mathematical Methods,23MA1201,BSC-2,E1,CHE,2025-26,Semester II,4
6677,N231179,Engineering Graphics and Computer Drafting,23CE1214,ESC-1,E1,CHE,2025-26,Semester II,2.5
6678,N231179,Programming and Data Structures,23CS1208,ESC-2,E1,CHE,2025-26,Semester II,3
6679,N231179,Programming and Data Structures Lab,23CS1288,ESC-3,E1,CHE,2025-26,Semester II,1.5
6680,N231179,Chemical Process Calculation,23CH1201,PCC-1,E1,CHE,2025-26,Semester II,3
6681,N231179,Fluid Mechanics,23CH1202,PCC-2,E1,CHE,2025-26,Semester II,4
6682,N230121,Engineering Physics Lab,23PY1281,BSC,E1,CSE,2025-26,Semester II,1.5
6683,N230121,Discrete Mathematics,23MA1202,BSC-1,E1,CSE,2025-26,Semester II,4
6684,N230121,Engineering Physics,23PY1201,BSC-2,E1,CSE,2025-26,Semester II,4
6685,N230121,Managerial Economics and Finance Analysis,23BM1201,HSMC,E1,CSE,2025-26,Semester II,3
6686,N230121,Environmental Science,23BE1201,MC,E1,CSE,2025-26,Semester II,0
6687,N230121,Object Oriented Programming through Java,23CS1201,PCC-1,E1,CSE,2025-26,Semester II,4
6688,N230121,Data Structures,23CS1202,PCC-2,E1,CSE,2025-26,Semester II,3
6689,N230121,Object Oriented Programming through Java Lab,23CS1281,PCC-3,E1,CSE,2025-26,Semester II,1.5
6690,N230121,Data Structures Lab,23CS1282,PCC-4,E1,CSE,2025-26,Semester II,1.5
6691,N230337,Mathematical Methods,23MA1201,BSC-1,E1,ECE,2025-26,Semester II,4
6692,N230337,Network Theory,23EE1211,BSC-2,E1,ECE,2025-26,Semester II,4
6693,N230337,Object Oriented Programming,23CS1209,ESC-1,E1,ECE,2025-26,Semester II,2
6694,N230337,Object Oriented Programming Laboratory,23CS1289,ESC-2,E1,ECE,2025-26,Semester II,1.5
6695,N230337,Computational Lab,23EC1285,ESC-3,E1,ECE,2025-26,Semester II,1.5
6696,N230337,English-Language Communication skills Lab-1,23EG1281,HSC,E1,ECE,2025-26,Semester II,2.5
6697,N230337,Signals and Systems,23EC1203,PCC,E1,ECE,2025-26,Semester II,4
6698,N230337,Electronic Devices and Circuits,23EC1201,PCC-1,E1,ECE,2025-26,Semester II,4
6699,N230337,Electronic Devices and Circuits Lab,23EC1281,PCC-2,E1,ECE,2025-26,Semester II,1.5
6700,N230250,Mathematical Methods,23MA1201,BSC-1,E1,ECE,2025-26,Semester II,4
6701,N230250,Network Theory,23EE1211,BSC-2,E1,ECE,2025-26,Semester II,4
6702,N230250,Object Oriented Programming,23CS1209,ESC-1,E1,ECE,2025-26,Semester II,2
6703,N230250,Object Oriented Programming Laboratory,23CS1289,ESC-2,E1,ECE,2025-26,Semester II,1.5
6704,N230250,Computational Lab,23EC1285,ESC-3,E1,ECE,2025-26,Semester II,1.5
6705,N230250,English-Language Communication skills Lab-1,23EG1281,HSC,E1,ECE,2025-26,Semester II,2.5
6706,N230250,Signals and Systems,23EC1203,PCC,E1,ECE,2025-26,Semester II,4
6707,N230250,Electronic Devices and Circuits,23EC1201,PCC-1,E1,ECE,2025-26,Semester II,4
6708,N230250,Electronic Devices and Circuits Lab,23EC1281,PCC-2,E1,ECE,2025-26,Semester II,1.5
6709,N230546,Linear Algebra & Numerical Methods,23MA1201,BSC-1,E1,MME,2025-26,Semester II,4
6710,N230546,Engineering Chemistry,23CY1204,BSC-2,E1,MME,2025-26,Semester II,3
6711,N230546,Engineering Chemistry Laboratory,23CY1284,BSC-3,E1,MME,2025-26,Semester II,1.5
6712,N230546,Basic Electrical and Electronics engineering,23EE1209,ESC-1,E1,MME,2025-26,Semester II,3
6713,N230546,Basic Electrical & Electronics Engineering Laboratory,23EE1289,ESC-2,E1,MME,2025-26,Semester II,1.5
6714,N230546,Indian Constitution,23HS1202,MC,E1,MME,2025-26,Semester II,0
6715,N230546,Materials Thermodynamics,23MM1201,PCC-1,E1,MME,2025-26,Semester II,3
6716,N230546,Physical Metallurgy,23MM1202,PCC-2,E1,MME,2025-26,Semester II,3
6717,N230546,Physical Metallurgy and Metallography Laboratory,23MM1281,PCC-3,E1,MME,2025-26,Semester II,1.5
6718,N240928,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
6719,N240928,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
6720,N240928,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
6721,N240928,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
6722,N240928,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
6723,N240928,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
6724,N240928,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
6725,N240928,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
6726,N240928,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
6727,N240360,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
6728,N240360,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
6729,N240360,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
6730,N240360,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
6731,N240360,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
6732,N240360,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
6733,N240360,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
6734,N240360,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
6735,N240360,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
6736,N220884,Introduction to Operation Research,23BM2202,HSMC,E2,CSE,2025-26,Semester II,3
6737,N220884,Computer Organization & Architecture,23CS2201,PCC-1,E2,CSE,2025-26,Semester II,3
6738,N220884,Data Science with Python,23CS2202,PCC-2,E2,CSE,2025-26,Semester II,3
6739,N220884,Web Technologies,23CS2203,PCC-3,E2,CSE,2025-26,Semester II,3
6740,N220884,Compiler Design,23CS2204,PCC-4,E2,CSE,2025-26,Semester II,3
6741,N220884,Computer Organization & Architecture Lab,23CS2281,PCC-5,E2,CSE,2025-26,Semester II,1.5
6742,N220884,Data Science with Python Lab,23CS2282,PCC-6,E2,CSE,2025-26,Semester II,1.5
6743,N220884,Web Technologies Lab,23CS2283,PCC-7,E2,CSE,2025-26,Semester II,1.5
6744,N230316,Mathematical Methods,23MA1201,BSC-1,E1,ECE,2025-26,Semester II,4
6745,N230316,Network Theory,23EE1211,BSC-2,E1,ECE,2025-26,Semester II,4
6746,N230316,Object Oriented Programming,23CS1209,ESC-1,E1,ECE,2025-26,Semester II,2
6747,N230316,Object Oriented Programming Laboratory,23CS1289,ESC-2,E1,ECE,2025-26,Semester II,1.5
6748,N230316,Computational Lab,23EC1285,ESC-3,E1,ECE,2025-26,Semester II,1.5
6749,N230316,English-Language Communication skills Lab-1,23EG1281,HSC,E1,ECE,2025-26,Semester II,2.5
6750,N230316,Signals and Systems,23EC1203,PCC,E1,ECE,2025-26,Semester II,4
6751,N230316,Electronic Devices and Circuits,23EC1201,PCC-1,E1,ECE,2025-26,Semester II,4
6752,N230316,Electronic Devices and Circuits Lab,23EC1281,PCC-2,E1,ECE,2025-26,Semester II,1.5
6753,N230427,Engineering Physics,23PY1203,BSC-1,E1,CHE,2025-26,Semester II,3
6754,N230427,Mathematical Methods,23MA1201,BSC-2,E1,CHE,2025-26,Semester II,4
6755,N230427,Engineering Graphics and Computer Drafting,23CE1214,ESC-1,E1,CHE,2025-26,Semester II,2.5
6756,N230427,Programming and Data Structures,23CS1208,ESC-2,E1,CHE,2025-26,Semester II,3
6757,N230427,Programming and Data Structures Lab,23CS1288,ESC-3,E1,CHE,2025-26,Semester II,1.5
6758,N230427,Chemical Process Calculation,23CH1201,PCC-1,E1,CHE,2025-26,Semester II,3
6759,N230427,Fluid Mechanics,23CH1202,PCC-2,E1,CHE,2025-26,Semester II,4
6760,N231182,Engineering Physics,23PY1203,BSC-1,E1,CHE,2025-26,Semester II,3
6761,N231182,Mathematical Methods,23MA1201,BSC-2,E1,CHE,2025-26,Semester II,4
6762,N231182,Engineering Graphics and Computer Drafting,23CE1214,ESC-1,E1,CHE,2025-26,Semester II,2.5
6763,N231182,Programming and Data Structures,23CS1208,ESC-2,E1,CHE,2025-26,Semester II,3
6764,N231182,Programming and Data Structures Lab,23CS1288,ESC-3,E1,CHE,2025-26,Semester II,1.5
6765,N231182,Chemical Process Calculation,23CH1201,PCC-1,E1,CHE,2025-26,Semester II,3
6766,N231182,Fluid Mechanics,23CH1202,PCC-2,E1,CHE,2025-26,Semester II,4
6767,N220852,Introduction to Operation Research,23BM2202,HSMC,E2,CSE,2025-26,Semester II,3
6768,N220852,Computer Organization & Architecture,23CS2201,PCC-1,E2,CSE,2025-26,Semester II,3
6769,N220852,Data Science with Python,23CS2202,PCC-2,E2,CSE,2025-26,Semester II,3
6770,N220852,Web Technologies,23CS2203,PCC-3,E2,CSE,2025-26,Semester II,3
6771,N220852,Compiler Design,23CS2204,PCC-4,E2,CSE,2025-26,Semester II,3
6772,N220852,Computer Organization & Architecture Lab,23CS2281,PCC-5,E2,CSE,2025-26,Semester II,1.5
6773,N220852,Data Science with Python Lab,23CS2282,PCC-6,E2,CSE,2025-26,Semester II,1.5
6774,N220852,Web Technologies Lab,23CS2283,PCC-7,E2,CSE,2025-26,Semester II,1.5
6775,N230767,Engineering Physics Lab,23PY1281,BSC,E1,CSE,2025-26,Semester II,1.5
6776,N230767,Discrete Mathematics,23MA1202,BSC-1,E1,CSE,2025-26,Semester II,4
6777,N230767,Engineering Physics,23PY1201,BSC-2,E1,CSE,2025-26,Semester II,4
6778,N230767,Managerial Economics and Finance Analysis,23BM1201,HSMC,E1,CSE,2025-26,Semester II,3
6779,N230767,Environmental Science,23BE1201,MC,E1,CSE,2025-26,Semester II,0
6780,N230767,Object Oriented Programming through Java,23CS1201,PCC-1,E1,CSE,2025-26,Semester II,4
6781,N230767,Data Structures,23CS1202,PCC-2,E1,CSE,2025-26,Semester II,3
6782,N230767,Object Oriented Programming through Java Lab,23CS1281,PCC-3,E1,CSE,2025-26,Semester II,1.5
6783,N230767,Data Structures Lab,23CS1282,PCC-4,E1,CSE,2025-26,Semester II,1.5
6784,N240782,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
6785,N240782,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
6786,N240782,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
6787,N240782,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
6788,N240782,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
6789,N240782,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
6790,N240782,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
6791,N240782,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
6792,N240782,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
6793,N240621,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
6794,N240621,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
6795,N240621,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
6796,N240621,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
6797,N240621,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
6798,N240621,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
6799,N240621,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
6800,N240621,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
6801,N240621,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
6802,N230381,Linear Algebra & Numerical Methods,23MA1201,BSC-1,E1,CE,2025-26,Semester II,4
6803,N230381,Advanced Programming Lab,23CS1294,BSC-2,E1,CE,2025-26,Semester II,1.5
6804,N230381,Advanced Programming Course,23CS1265,ESC-1,E1,CE,2025-26,Semester II,3
6805,N230381,Basic Electrical and Electronics Engineering,23EE1209,ESC-2,E1,CE,2025-26,Semester II,3
6806,N230381,Engineering Mechanics,23CE1201,ESC-3,E1,CE,2025-26,Semester II,4
6807,N230381,Workshop,23ME1285,ESC-4,E1,CE,2025-26,Semester II,1.5
6808,N230381,Environmental Science,23BE1201,MC,E1,CE,2025-26,Semester II,0
6809,N230381,Engineering Geology,23CE1202,PCC,E1,CE,2025-26,Semester II,3
6810,N230198,Engineering Physics,23PY1203,BSC-1,E1,CHE,2025-26,Semester II,3
6811,N230198,Mathematical Methods,23MA1201,BSC-2,E1,CHE,2025-26,Semester II,4
6812,N230198,Engineering Graphics and Computer Drafting,23CE1214,ESC-1,E1,CHE,2025-26,Semester II,2.5
6813,N230198,Programming and Data Structures,23CS1208,ESC-2,E1,CHE,2025-26,Semester II,3
6814,N230198,Programming and Data Structures Lab,23CS1288,ESC-3,E1,CHE,2025-26,Semester II,1.5
6815,N230198,Chemical Process Calculation,23CH1201,PCC-1,E1,CHE,2025-26,Semester II,3
6816,N230198,Fluid Mechanics,23CH1202,PCC-2,E1,CHE,2025-26,Semester II,4
6817,N230048,Engineering Physics Lab,23PY1281,BSC,E1,CSE,2025-26,Semester II,1.5
6818,N230048,Discrete Mathematics,23MA1202,BSC-1,E1,CSE,2025-26,Semester II,4
6819,N230048,Engineering Physics,23PY1201,BSC-2,E1,CSE,2025-26,Semester II,4
6820,N230048,Managerial Economics and Finance Analysis,23BM1201,HSMC,E1,CSE,2025-26,Semester II,3
6821,N230048,Environmental Science,23BE1201,MC,E1,CSE,2025-26,Semester II,0
6822,N230048,Object Oriented Programming through Java,23CS1201,PCC-1,E1,CSE,2025-26,Semester II,4
6823,N230048,Data Structures,23CS1202,PCC-2,E1,CSE,2025-26,Semester II,3
6824,N230048,Object Oriented Programming through Java Lab,23CS1281,PCC-3,E1,CSE,2025-26,Semester II,1.5
6825,N230048,Data Structures Lab,23CS1282,PCC-4,E1,CSE,2025-26,Semester II,1.5
6826,N220842,Robotics Laboratory,23EC2285,ESC-1,E2,ECE,2025-26,Semester II,2.5
6827,N220842,Foundations to Artificial Intelligence,23EC2205,ESC-2,E2,ECE,2025-26,Semester II,1
6828,N220842,Communication Systems-1,23EC2201,PCC-1,E2,ECE,2025-26,Semester II,4
6829,N220842,Communication Systems-1 Lab,23EC2281,PCC-2,E2,ECE,2025-26,Semester II,1.5
6830,N220842,Digital System Design,23EC2202,PCC-3,E2,ECE,2025-26,Semester II,3
6831,N220842,Digital System Design Lab,23EC2282,PCC-4,E2,ECE,2025-26,Semester II,1.5
6832,N220842,Linear Integrated Circuits,23EC2203,PCC-5,E2,ECE,2025-26,Semester II,4
6833,N220842,Linear Integrated Circuits Lab,23EC2283,PCC-6,E2,ECE,2025-26,Semester II,1.5
6834,N220842,Electromagnetic Waves & Guided Media,23EC2204,PCC-7,E2,ECE,2025-26,Semester II,4
6835,N230154,Linear Algebra & Numerical Methods,23MA1201,BSC,E1,ME,2025-26,Semester II,4
6836,N230154,Engineering Mechanics,23ME1213,ESC-1,E1,ME,2025-26,Semester II,4
6837,N230154,Material Science & Metallurgy,23ME1201,ESC-2,E1,ME,2025-26,Semester II,3
6838,N230154,Programming and Data Structures,23CS1261,ESC-3,E1,ME,2025-26,Semester II,3
6839,N230154,Engineering Graphics and Computer Drafting,23ME1214,ESC-4,E1,ME,2025-26,Semester II,2.5
6840,N230154,Programming and Data Structures Lab,23CS1291,ESC-5,E1,ME,2025-26,Semester II,1.5
6841,N230154,Material Science and Metallurgy Lab,23ME1281,ESC-6,E1,ME,2025-26,Semester II,1.5
6842,N230154,Environmental Science,23BE1201,MC,E1,ME,2025-26,Semester II,0
6843,N230811,Mathematical Methods,23MA1201,BSC-1,E1,ECE,2025-26,Semester II,4
6844,N230811,Network Theory,23EE1211,BSC-2,E1,ECE,2025-26,Semester II,4
6845,N230811,Object Oriented Programming,23CS1209,ESC-1,E1,ECE,2025-26,Semester II,2
6846,N230811,Object Oriented Programming Laboratory,23CS1289,ESC-2,E1,ECE,2025-26,Semester II,1.5
6847,N230811,Computational Lab,23EC1285,ESC-3,E1,ECE,2025-26,Semester II,1.5
6848,N230811,English-Language Communication skills Lab-1,23EG1281,HSC,E1,ECE,2025-26,Semester II,2.5
6849,N230811,Signals and Systems,23EC1203,PCC,E1,ECE,2025-26,Semester II,4
6850,N230811,Electronic Devices and Circuits,23EC1201,PCC-1,E1,ECE,2025-26,Semester II,4
6851,N230811,Electronic Devices and Circuits Lab,23EC1281,PCC-2,E1,ECE,2025-26,Semester II,1.5
6852,N230099,Engineering Physics Lab,23PY1281,BSC,E1,CSE,2025-26,Semester II,1.5
6853,N230099,Discrete Mathematics,23MA1202,BSC-1,E1,CSE,2025-26,Semester II,4
6854,N230099,Engineering Physics,23PY1201,BSC-2,E1,CSE,2025-26,Semester II,4
6855,N230099,Managerial Economics and Finance Analysis,23BM1201,HSMC,E1,CSE,2025-26,Semester II,3
6856,N230099,Environmental Science,23BE1201,MC,E1,CSE,2025-26,Semester II,0
6857,N230099,Object Oriented Programming through Java,23CS1201,PCC-1,E1,CSE,2025-26,Semester II,4
6858,N230099,Data Structures,23CS1202,PCC-2,E1,CSE,2025-26,Semester II,3
6859,N230099,Object Oriented Programming through Java Lab,23CS1281,PCC-3,E1,CSE,2025-26,Semester II,1.5
6860,N230099,Data Structures Lab,23CS1282,PCC-4,E1,CSE,2025-26,Semester II,1.5
6861,N210217,Summer Internship,23CS3292,,E3,CSE,2025-26,Semester II,3
6862,N210217,English Language Communication Skills Lab-III,23EG3283,HSC,E3,CSE,2025-26,Semester II,1.5
6863,N210217,Career Development Course,23CS3203,MC,E3,CSE,2025-26,Semester II,0
6864,N210217,Enterpreneurship Education Course (IGNITE),23HS3211,OEC-I,E3,CSE,2025-26,Semester II,3
6865,N210217,Cryptography and Networks Security,23CS3201,PCC-1,E3,CSE,2025-26,Semester II,4
6866,N210217,Machine Learning,23CS3202,PCC-2,E3,CSE,2025-26,Semester II,4
6867,N210217,Information Retrieval,CSNPTEL01,PEC-II,E3,CSE,2025-26,Semester II,3
6868,N210217,OOAD using JAVA and UML,CSNPTEL03,PEC-III,E3,CSE,2025-26,Semester II,3
6869,N210217,Mini Project,23CS3291,PR,E3,CSE,2025-26,Semester II,3
6870,N230920,Engineering Physics Lab,23PY1281,BSC,E1,CSE,2025-26,Semester II,1.5
6871,N230920,Discrete Mathematics,23MA1202,BSC-1,E1,CSE,2025-26,Semester II,4
6872,N230920,Engineering Physics,23PY1201,BSC-2,E1,CSE,2025-26,Semester II,4
6873,N230920,Managerial Economics and Finance Analysis,23BM1201,HSMC,E1,CSE,2025-26,Semester II,3
6874,N230920,Environmental Science,23BE1201,MC,E1,CSE,2025-26,Semester II,0
6875,N230920,Object Oriented Programming through Java,23CS1201,PCC-1,E1,CSE,2025-26,Semester II,4
6876,N230920,Data Structures,23CS1202,PCC-2,E1,CSE,2025-26,Semester II,3
6877,N230920,Object Oriented Programming through Java Lab,23CS1281,PCC-3,E1,CSE,2025-26,Semester II,1.5
6878,N230920,Data Structures Lab,23CS1282,PCC-4,E1,CSE,2025-26,Semester II,1.5
6879,N240395,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
6880,N240395,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
6881,N240395,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
6882,N240395,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
6883,N240395,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
6884,N240395,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
6885,N240395,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
6886,N240395,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
6887,N240395,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
6888,N240964,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
6889,N240964,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
6890,N240964,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
6891,N240964,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
6892,N240964,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
6893,N240964,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
6894,N240964,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
6895,N240964,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
6896,N240964,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
6897,N230554,Mathematical Methods,23MA1201,BSC-1,E1,ECE,2025-26,Semester II,4
6898,N230554,Network Theory,23EE1211,BSC-2,E1,ECE,2025-26,Semester II,4
6899,N230554,Object Oriented Programming,23CS1209,ESC-1,E1,ECE,2025-26,Semester II,2
6900,N230554,Object Oriented Programming Laboratory,23CS1289,ESC-2,E1,ECE,2025-26,Semester II,1.5
6901,N230554,Computational Lab,23EC1285,ESC-3,E1,ECE,2025-26,Semester II,1.5
6902,N230554,English-Language Communication skills Lab-1,23EG1281,HSC,E1,ECE,2025-26,Semester II,2.5
6903,N230554,Signals and Systems,23EC1203,PCC,E1,ECE,2025-26,Semester II,4
6904,N230554,Electronic Devices and Circuits,23EC1201,PCC-1,E1,ECE,2025-26,Semester II,4
6905,N230554,Electronic Devices and Circuits Lab,23EC1281,PCC-2,E1,ECE,2025-26,Semester II,1.5
6906,N220738,Introduction to Operation Research,23BM2202,HSMC,E2,CSE,2025-26,Semester II,3
6907,N220738,Computer Organization & Architecture,23CS2201,PCC-1,E2,CSE,2025-26,Semester II,3
6908,N220738,Data Science with Python,23CS2202,PCC-2,E2,CSE,2025-26,Semester II,3
6909,N220738,Web Technologies,23CS2203,PCC-3,E2,CSE,2025-26,Semester II,3
6910,N220738,Compiler Design,23CS2204,PCC-4,E2,CSE,2025-26,Semester II,3
6911,N220738,Computer Organization & Architecture Lab,23CS2281,PCC-5,E2,CSE,2025-26,Semester II,1.5
6912,N220738,Data Science with Python Lab,23CS2282,PCC-6,E2,CSE,2025-26,Semester II,1.5
6913,N220738,Web Technologies Lab,23CS2283,PCC-7,E2,CSE,2025-26,Semester II,1.5
