Sno,ID,Subject,Subject Code,Type,Year,Branch,Acad Year,Sem,Credits
18107,N220317,Communication Systems-1 Lab,23EC2281,PCC-2,E2,ECE,2025-26,Semester II,1.5
18108,N220317,Digital System Design,23EC2202,PCC-3,E2,ECE,2025-26,Semester II,3
18109,N220317,Digital System Design Lab,23EC2282,PCC-4,E2,ECE,2025-26,Semester II,1.5
18110,N220317,Linear Integrated Circuits,23EC2203,PCC-5,E2,ECE,2025-26,Semester II,4
18111,N220317,Linear Integrated Circuits Lab,23EC2283,PCC-6,E2,ECE,2025-26,Semester II,1.5
18112,N220317,Electromagnetic Waves & Guided Media,23EC2204,PCC-7,E2,ECE,2025-26,Semester II,4
18113,N240739,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
18114,N240739,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
18115,N240739,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
18116,N240739,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
18117,N240739,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
18118,N240739,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
18119,N240739,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
18120,N240739,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
18121,N240739,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
18122,N231057,Linear Algebra & Numerical Methods,23MA1201,BSC-1,E1,EEE,2025-26,Semester II,4
18123,N231057,Computational Lab,23EE1281,BSC-2,E1,EEE,2025-26,Semester II,1.5
18124,N231057,Introduction to AI,23EE1202,BSC-3,E1,EEE,2025-26,Semester II,1
18125,N231057,Electronics Devices and Circuits,23EC1201,ESC-1,E1,EEE,2025-26,Semester II,4
18126,N231057,Electronics Devices and Circuits Lab,23EC1281,ESC-2,E1,EEE,2025-26,Semester II,1.5
18127,N231057,English Language communication skills lab1,23EG1281,HSC,E1,EEE,2025-26,Semester II,2.5
18128,N231057,Digital Logic Design,23EC2102,PCC-1,E1,EEE,2025-26,Semester II,4
18129,N231057,Digital Logic Design Lab,23EC2182,PCC-2,E1,EEE,2025-26,Semester II,1.5
18130,N231057,Network Theory,23EE1201,PCC-3,E1,EEE,2025-26,Semester II,4
18131,N241085,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
18132,N241085,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
18133,N241085,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
18134,N241085,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
18135,N241085,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
18136,N241085,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
18137,N241085,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
18138,N241085,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
18139,N241085,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
18140,N230323,Engineering Physics Lab,23PY1281,BSC,E1,CSE,2025-26,Semester II,1.5
18141,N230323,Discrete Mathematics,23MA1202,BSC-1,E1,CSE,2025-26,Semester II,4
18142,N230323,Engineering Physics,23PY1201,BSC-2,E1,CSE,2025-26,Semester II,4
18143,N230323,Managerial Economics and Finance Analysis,23BM1201,HSMC,E1,CSE,2025-26,Semester II,3
18144,N230323,Environmental Science,23BE1201,MC,E1,CSE,2025-26,Semester II,0
18145,N230323,Object Oriented Programming through Java,23CS1201,PCC-1,E1,CSE,2025-26,Semester II,4
18146,N230323,Data Structures,23CS1202,PCC-2,E1,CSE,2025-26,Semester II,3
18147,N230323,Object Oriented Programming through Java Lab,23CS1281,PCC-3,E1,CSE,2025-26,Semester II,1.5
18148,N230323,Data Structures Lab,23CS1282,PCC-4,E1,CSE,2025-26,Semester II,1.5
18149,N240644,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
18150,N240644,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
18151,N240644,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
18152,N240644,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
18153,N240644,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
18154,N240644,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
18155,N240644,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
18156,N240644,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
18157,N240644,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
18158,N240832,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
18159,N240832,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
18160,N240832,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
18161,N240832,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
18162,N240832,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
18163,N240832,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
18164,N240832,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
18165,N240832,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
18166,N240832,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
18167,N240942,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
18168,N240942,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
18169,N240942,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
18170,N240942,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
18171,N240942,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
18172,N240942,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
18173,N240942,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
18174,N240942,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
18175,N240942,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
18176,N230328,Mathematical Methods,23MA1201,BSC-1,E1,ECE,2025-26,Semester II,4
18177,N230328,Network Theory,23EE1211,BSC-2,E1,ECE,2025-26,Semester II,4
18178,N230328,Object Oriented Programming,23CS1209,ESC-1,E1,ECE,2025-26,Semester II,2
18179,N230328,Object Oriented Programming Laboratory,23CS1289,ESC-2,E1,ECE,2025-26,Semester II,1.5
18180,N230328,Computational Lab,23EC1285,ESC-3,E1,ECE,2025-26,Semester II,1.5
18181,N230328,English-Language Communication skills Lab-1,23EG1281,HSC,E1,ECE,2025-26,Semester II,2.5
18182,N230328,Signals and Systems,23EC1203,PCC,E1,ECE,2025-26,Semester II,4
18183,N230328,Electronic Devices and Circuits,23EC1201,PCC-1,E1,ECE,2025-26,Semester II,4
18184,N230328,Electronic Devices and Circuits Lab,23EC1281,PCC-2,E1,ECE,2025-26,Semester II,1.5
18185,N240353,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
18186,N240353,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
18187,N240353,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
18188,N240353,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
18189,N240353,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
18190,N240353,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
18191,N240353,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
18192,N240353,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
18193,N240353,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
18194,N240225,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
18195,N240225,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
18196,N240225,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
18197,N240225,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
18198,N240225,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
18199,N240225,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
18200,N240225,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
18201,N240225,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
18202,N240225,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
18203,N240889,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
18204,N240889,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
18205,N240889,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
18206,N240889,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
18207,N240889,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
18208,N240889,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
18209,N240889,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
18210,N240889,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
18211,N240889,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
18212,N241048,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
18213,N241048,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
18214,N241048,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
18215,N241048,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
18216,N241048,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
18217,N241048,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
18218,N241048,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
18219,N241048,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
18220,N241048,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
18221,N240841,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
18222,N240841,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
18223,N240841,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
18224,N240841,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
18225,N240841,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
18226,N240841,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
18227,N240841,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
18228,N240841,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
18229,N240841,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
18230,N240591,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
18231,N240591,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
18232,N240591,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
18233,N240591,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
18234,N240591,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
18235,N240591,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
18236,N240591,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
18237,N240591,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
18238,N240591,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
18239,N240973,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
18240,N240973,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
18241,N240973,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
18242,N240973,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
18243,N240973,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
18244,N240973,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
18245,N240973,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
18246,N240973,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
18247,N240973,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
18248,N240919,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
18249,N240919,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
18250,N240919,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
18251,N240919,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
18252,N240919,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
18253,N240919,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
18254,N240919,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
18255,N240919,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
18256,N240919,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
18257,N240213,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
18258,N240213,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
18259,N240213,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
18260,N240213,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
18261,N240213,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
18262,N240213,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
18263,N240213,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
18264,N240213,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
18265,N240213,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
18266,N230783,Mathematical Methods,23MA1201,BSC-1,E1,ECE,2025-26,Semester II,4
18267,N230783,Network Theory,23EE1211,BSC-2,E1,ECE,2025-26,Semester II,4
18268,N230783,Object Oriented Programming,23CS1209,ESC-1,E1,ECE,2025-26,Semester II,2
18269,N230783,Object Oriented Programming Laboratory,23CS1289,ESC-2,E1,ECE,2025-26,Semester II,1.5
18270,N230783,Computational Lab,23EC1285,ESC-3,E1,ECE,2025-26,Semester II,1.5
18271,N230783,English-Language Communication skills Lab-1,23EG1281,HSC,E1,ECE,2025-26,Semester II,2.5
18272,N230783,Signals and Systems,23EC1203,PCC,E1,ECE,2025-26,Semester II,4
18273,N230783,Electronic Devices and Circuits,23EC1201,PCC-1,E1,ECE,2025-26,Semester II,4
18274,N230783,Electronic Devices and Circuits Lab,23EC1281,PCC-2,E1,ECE,2025-26,Semester II,1.5
18275,N200926,Community Service,20HS4299,HSC,E4,ECE,2025-26,Semester II,2
18276,N200926,Global Management Perspectives,20HS4205,OEC,E4,ECE,2025-26,Semester II,3
18277,N200926,Sensors and actuators,ECNPTEL17,PEC-5,E4,ECE,2025-26,Semester II,3
18278,N200926,Project-II & Dissertation,20EC4294,PROJ,E4,ECE,2025-26,Semester II,6
18279,N220469,Introduction to Operation Research,23BM2202,HSMC,E2,CSE,2025-26,Semester II,3
18280,N220469,Computer Organization & Architecture,23CS2201,PCC-1,E2,CSE,2025-26,Semester II,3
18281,N220469,Data Science with Python,23CS2202,PCC-2,E2,CSE,2025-26,Semester II,3
18282,N220469,Web Technologies,23CS2203,PCC-3,E2,CSE,2025-26,Semester II,3
18283,N220469,Compiler Design,23CS2204,PCC-4,E2,CSE,2025-26,Semester II,3
18284,N220469,Computer Organization & Architecture Lab,23CS2281,PCC-5,E2,CSE,2025-26,Semester II,1.5
18285,N220469,Data Science with Python Lab,23CS2282,PCC-6,E2,CSE,2025-26,Semester II,1.5
18286,N220469,Web Technologies Lab,23CS2283,PCC-7,E2,CSE,2025-26,Semester II,1.5
18287,N220083,Robotics Laboratory,23EC2285,ESC-1,E2,ECE,2025-26,Semester II,2.5
18288,N220083,Foundations to Artificial Intelligence,23EC2205,ESC-2,E2,ECE,2025-26,Semester II,1
18289,N220083,Communication Systems-1,23EC2201,PCC-1,E2,ECE,2025-26,Semester II,4
18290,N220083,Communication Systems-1 Lab,23EC2281,PCC-2,E2,ECE,2025-26,Semester II,1.5
18291,N220083,Digital System Design,23EC2202,PCC-3,E2,ECE,2025-26,Semester II,3
18292,N220083,Digital System Design Lab,23EC2282,PCC-4,E2,ECE,2025-26,Semester II,1.5
18293,N220083,Linear Integrated Circuits,23EC2203,PCC-5,E2,ECE,2025-26,Semester II,4
18294,N220083,Linear Integrated Circuits Lab,23EC2283,PCC-6,E2,ECE,2025-26,Semester II,1.5
18295,N220083,Electromagnetic Waves & Guided Media,23EC2204,PCC-7,E2,ECE,2025-26,Semester II,4
18296,N240232,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
18297,N240232,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
18298,N240232,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
18299,N240232,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
18300,N240232,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
18301,N240232,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
18302,N240232,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
18303,N240232,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
18304,N240628,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
18305,N240232,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
18306,N240628,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
18307,N240628,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
18308,N240628,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
18309,N240628,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
18310,N240628,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
18311,N240628,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
18312,N240628,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
18313,N240628,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
18314,N220051,Robotics Laboratory,23EE2281,ESC,E2,EEE,2025-26,Semester II,1
18315,N220051,Power Systems-I,23EE2201,PCC-1,E2,EEE,2025-26,Semester II,4
18316,N220051,Machine Learning,23EE2204,PCC-2,E2,EEE,2025-26,Semester II,3
18317,N220051,Control Systems,23EE2202,PCC-3,E2,EEE,2025-26,Semester II,4
18318,N220051,Control Systems Lab,23EE2282,PCC-4,E2,EEE,2025-26,Semester II,1.5
18319,N220051,Linear Integrated Circuits,23EC2203,PCC-5,E2,EEE,2025-26,Semester II,4
18320,N220051,Linear Integrated Circuits Lab,23EC2283,PCC-6,E2,EEE,2025-26,Semester II,1.5
18321,N220051,Power Electronics,23EE2203,PCC-7,E2,EEE,2025-26,Semester II,4
18322,N220051,Power Electronics Lab,23EE2283,PCC-8,E2,EEE,2025-26,Semester II,1.5
18323,N220521,Robotics Laboratory,23EC2285,ESC-1,E2,ECE,2025-26,Semester II,2.5
18324,N220521,Foundations to Artificial Intelligence,23EC2205,ESC-2,E2,ECE,2025-26,Semester II,1
18325,N220521,Communication Systems-1,23EC2201,PCC-1,E2,ECE,2025-26,Semester II,4
18326,N220521,Communication Systems-1 Lab,23EC2281,PCC-2,E2,ECE,2025-26,Semester II,1.5
18327,N220521,Digital System Design,23EC2202,PCC-3,E2,ECE,2025-26,Semester II,3
18328,N220521,Digital System Design Lab,23EC2282,PCC-4,E2,ECE,2025-26,Semester II,1.5
18329,N220521,Linear Integrated Circuits,23EC2203,PCC-5,E2,ECE,2025-26,Semester II,4
18330,N220521,Linear Integrated Circuits Lab,23EC2283,PCC-6,E2,ECE,2025-26,Semester II,1.5
18331,N220521,Electromagnetic Waves & Guided Media,23EC2204,PCC-7,E2,ECE,2025-26,Semester II,4
18332,N240504,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
18333,N240504,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
18334,N240504,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
18335,N240504,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
18336,N240504,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
18337,N240504,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
18338,N240504,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
18339,N240504,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
18340,N240504,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
18341,N240496,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
18342,N240496,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
18343,N240496,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
18344,N240496,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
18345,N240496,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
18346,N240496,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
18347,N240496,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
18348,N240496,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
18349,N240496,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
18350,N241103,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
18351,N241103,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
18352,N241103,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
18353,N241103,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
18354,N241103,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
18355,N241103,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
18356,N241103,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
18357,N241103,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
18358,N241103,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
18359,N231045,Linear Algebra & Numerical Methods,23MA1201,BSC,E1,ME,2025-26,Semester II,4
18360,N231045,Engineering Mechanics,23ME1213,ESC-1,E1,ME,2025-26,Semester II,4
18361,N231045,Material Science & Metallurgy,23ME1201,ESC-2,E1,ME,2025-26,Semester II,3
18362,N231045,Programming and Data Structures,23CS1261,ESC-3,E1,ME,2025-26,Semester II,3
18363,N231045,Engineering Graphics and Computer Drafting,23ME1214,ESC-4,E1,ME,2025-26,Semester II,2.5
18364,N231045,Programming and Data Structures Lab,23CS1291,ESC-5,E1,ME,2025-26,Semester II,1.5
18365,N231045,Material Science and Metallurgy Lab,23ME1281,ESC-6,E1,ME,2025-26,Semester II,1.5
18366,N231045,Environmental Science,23BE1201,MC,E1,ME,2025-26,Semester II,0
18367,N221153,Introduction to Operation Research,23BM2202,HSMC,E2,CSE,2025-26,Semester II,3
18368,N221153,Computer Organization & Architecture,23CS2201,PCC-1,E2,CSE,2025-26,Semester II,3
18369,N221153,Data Science with Python,23CS2202,PCC-2,E2,CSE,2025-26,Semester II,3
18370,N221153,Web Technologies,23CS2203,PCC-3,E2,CSE,2025-26,Semester II,3
18371,N221153,Compiler Design,23CS2204,PCC-4,E2,CSE,2025-26,Semester II,3
18372,N221153,Computer Organization & Architecture Lab,23CS2281,PCC-5,E2,CSE,2025-26,Semester II,1.5
18373,N221153,Data Science with Python Lab,23CS2282,PCC-6,E2,CSE,2025-26,Semester II,1.5
18374,N221153,Web Technologies Lab,23CS2283,PCC-7,E2,CSE,2025-26,Semester II,1.5
18375,N220310,Introduction to Operation Research,23BM2202,HSMC,E2,CSE,2025-26,Semester II,3
18376,N220310,Computer Organization & Architecture,23CS2201,PCC-1,E2,CSE,2025-26,Semester II,3
18377,N220310,Data Science with Python,23CS2202,PCC-2,E2,CSE,2025-26,Semester II,3
18378,N220310,Web Technologies,23CS2203,PCC-3,E2,CSE,2025-26,Semester II,3
18379,N220310,Compiler Design,23CS2204,PCC-4,E2,CSE,2025-26,Semester II,3
18380,N220310,Computer Organization & Architecture Lab,23CS2281,PCC-5,E2,CSE,2025-26,Semester II,1.5
18381,N220310,Data Science with Python Lab,23CS2282,PCC-6,E2,CSE,2025-26,Semester II,1.5
18382,N220310,Web Technologies Lab,23CS2283,PCC-7,E2,CSE,2025-26,Semester II,1.5
18383,N240445,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
18384,N240445,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
18385,N240445,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
18386,N240445,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
18387,N240445,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
18388,N240445,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
18389,N240445,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
18390,N240445,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
18391,N240445,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
18392,N231155,Engineering Physics,23PY1203,BSC-1,E1,CHE,2025-26,Semester II,3
18393,N231155,Mathematical Methods,23MA1201,BSC-2,E1,CHE,2025-26,Semester II,4
18394,N231155,Engineering Graphics and Computer Drafting,23CE1214,ESC-1,E1,CHE,2025-26,Semester II,2.5
18395,N231155,Programming and Data Structures,23CS1208,ESC-2,E1,CHE,2025-26,Semester II,3
18396,N231155,Programming and Data Structures Lab,23CS1288,ESC-3,E1,CHE,2025-26,Semester II,1.5
18397,N231155,Chemical Process Calculation,23CH1201,PCC-1,E1,CHE,2025-26,Semester II,3
18398,N231155,Fluid Mechanics,23CH1202,PCC-2,E1,CHE,2025-26,Semester II,4
